target,slug,county_code,county_name,district_code,school_code,charter_code,ada,high_needs,y201415,y201516,y202021,floor_targ_caveat
Northcoast Preparatory and Performing Arts Academy,northcoast-preparatory-and-performing-arts-academy,12,Humboldt,10124,0115097,0930,135,0.39,7772,8656,10473,FALSE
Northern Humboldt Union High,northern-humboldt-union-high,12,Humboldt,62687,0000000,,1432,0.33,8210,8907,10538,FALSE
Northwest Prep Charter,northwest-prep-charter,49,Sonoma,70870,0106344,0526,70,0.62,7832,8623,10340,FALSE
Norton Space and Aeronautics Academy,norton-space-and-aeronautics-academy,36,San Bernardino,10363,0115808,0903,675,0.74,7514,8493,10393,FALSE
Norwalk-La Mirada Unified,norwalk-la-mirada-unified,19,Los Angeles,64840,0000000,,18625,0.73,7860,8962,11015,FALSE
Nova Academy,nova-academy,30,Orange,66670,0106567,0632,387,0.86,8717,10253,12915,FALSE
NOVA Academy - Coachella,nova-academy-coachella,33,Riverside,73676,0121673,1188,202,0.87,8727,10272,12944,FALSE
Novato Charter,novato-charter,21,Marin,65417,6113229,0089,256,0.03,6419,7021,8375,FALSE
Novato Unified,novato-unified,21,Marin,65417,0000000,,7609,0.39,7144,7934,9563,FALSE
Nuestro Elementary,nuestro-elementary,51,Sutter,71423,0000000,,138,0.45,7298,7850,9114,FALSE
Nueva Vista Language Academy,nueva-vista-language-academy,15,Kern,63404,0120139,1109,564,0.97,7948,9276,11619,FALSE
Nuview Bridge Early College High,nuview-bridge-early-college-high,33,Riverside,67157,3331014,0368,569,0.65,8065,9276,11498,FALSE
Nuview Union Elementary,nuview-union-elementary,33,Riverside,67157,0000000,,1521,0.81,7501,8740,10916,FALSE
Oak Grove Elementary,oak-grove-elementary,43,Santa Clara,69625,0000000,,10900,0.55,7141,7943,9564,FALSE
Oak Grove Elementary/Willowside Middle,oak-grove-elementary-willowside-middle,49,Sonoma,70839,6051890,0655,721,0.26,6487,7179,8643,FALSE
Oak Park Preparatory Academy,oak-park-preparatory-academy,34,Sacramento,67439,0125591,1386,124,0.85,7383,8355,10233,FALSE
Oak Park Unified,oak-park-unified,56,Ventura,73874,0000000,,4557,0.09,6618,7382,8942,FALSE
Oak Run Elementary,oak-run-elementary,45,Shasta,70086,0000000,,31,0.80,12332,13044,14978,FALSE
Oak Valley Union Elementary,oak-valley-union-elementary,54,Tulare,72017,0000000,,505,0.83,7502,8792,11027,FALSE
Oak View Union Elementary,oak-view-union-elementary,39,San Joaquin,68635,0000000,,398,0.50,7145,7827,9327,FALSE
Oakdale Charter High,oakdale-charter-high,50,Stanislaus,75564,5030176,0103,45,0.17,7574,8360,10045,FALSE
Oakdale Joint Unified,oakdale-joint-unified,50,Stanislaus,75564,0000000,,5060,0.44,7329,8067,9660,FALSE
Oakland Charter Academy,oakland-charter-academy,01,Alameda,61259,6111660,0014,144,0.90,7289,8430,10490,FALSE
Oakland Charter High,oakland-charter-high,01,Alameda,61259,0114868,0883,343,0.83,8466,9918,12457,FALSE
"Oakland Military Institute, College Preparatory Academy",oakland-military-institute-college-preparatory-academy,01,Alameda,61259,0130617,0349,612,0.80,7935,9182,11433,FALSE
Oakland School for the Arts,oakland-school-for-the-arts,01,Alameda,61259,3030772,0340,704,0.12,7054,7724,9222,FALSE
Oakland Unified,oakland-unified,01,Alameda,61259,0000000,,35380,0.78,8404,9450,11471,FALSE
Oakland Unity High,oakland-unity-high,01,Alameda,61259,0100065,0510,285,0.85,8637,10017,12492,FALSE
Oakley Union Elementary,oakley-union-elementary,07,Contra Costa,61762,0000000,,4749,0.51,6728,7552,9188,FALSE
Oasis Charter Public,oasis-charter-public,27,Monterey,65961,6119663,0412,218,0.70,7395,8373,10259,FALSE
Ocean Charter,ocean-charter,19,Los Angeles,64733,0102335,0569,441,0.21,6631,7267,8682,FALSE
Ocean Grove Charter,ocean-grove-charter,44,Santa Cruz,69807,0110007,0747,1912,0.19,6623,7340,8847,FALSE
Ocean View,ocean-view,56,Ventura,72512,0000000,,2607,0.88,7733,9031,11301,FALSE
Ocean View Elementary,ocean-view-elementary,30,Orange,66613,0000000,,9038,0.45,6861,7630,9204,FALSE
Oceanside Unified,oceanside-unified,37,San Diego,73569,0000000,,18628,0.68,7521,8623,10644,FALSE
OCSA,ocsa,30,Orange,66670,3030723,0290,1847,0.11,7236,7984,9590,FALSE
Odyssey Charter,odyssey-charter,19,Los Angeles,10199,6116883,0249,439,0.26,6625,7285,8727,FALSE
Ojai Unified,ojai-unified,56,Ventura,72520,0000000,,2586,0.49,7240,8119,9849,FALSE
Old Adobe Elementary Charter,old-adobe-elementary-charter,49,Sonoma,70847,6051924,1423,292,0.31,6539,7279,8804,FALSE
Old Town Academy K-8 Charter,old-town-academy-k-8-charter,37,San Diego,68338,0123778,1279,239,0.17,6499,7155,8580,FALSE
Olive Grove,olive-grove,42,Santa Barbara,69245,4230199,0421,284,0.29,7367,8174,9861,FALSE
Olivet Elementary Charter,olivet-elementary-charter,49,Sonoma,70870,6066344,1440,302,0.55,6748,7588,9249,FALSE
one.Charter,onecharter,39,San Joaquin,10397,0120717,1146,23,0.88,10181,11015,13026,FALSE
Ontario-Montclair,ontario-montclair,36,San Bernardino,67819,0000000,,22230,0.89,7710,9016,11299,FALSE
Open Charter Magnet,open-charter-magnet,19,Los Angeles,64733,6097927,0012,393,0.17,6432,7168,8677,FALSE
Opportunities for Learning - Baldwin Park,opportunities-for-learning-baldwin-park,19,Los Angeles,64287,1996479,0402,2721,0.78,8480,9848,12291,FALSE
Opportunities for Learning - Baldwin Park II,opportunities-for-learning-baldwin-park-ii,19,Los Angeles,64287,0114397,0874,3451,0.87,8620,10185,12869,FALSE
Opportunities for Learning - Capistrano,opportunities-for-learning-capistrano,30,Orange,66464,6120356,0463,133,0.54,7880,8837,10750,FALSE
Opportunities for Learning - Duarte,opportunities-for-learning-duarte,19,Los Angeles,64469,0128736,1599,682,0.81,8726,9951,12259,FALSE
Opportunities for Learning - Fresno,opportunities-for-learning-fresno,10,Fresno,62547,0127159,1463,28,0.95,9086,10591,13255,FALSE
Opportunities for Learning - Santa Clarita,opportunities-for-learning-santa-clarita,19,Los Angeles,65136,1996263,0214,2943,0.72,8150,9457,11799,FALSE
Optimist Charter,optimist-charter,19,Los Angeles,10199,0127522,1506,90,1.00,9337,10613,13043,FALSE
Options for Youth San Gabriel,options-for-youth-san-gabriel,19,Los Angeles,75291,1996016,0117,1436,0.77,8360,9715,12132,FALSE
Options for Youth-Burbank Charter,options-for-youth-burbank-charter,19,Los Angeles,64337,1996099,0130,1238,0.76,8440,9763,12152,FALSE
Options for Youth-San Bernardino,options-for-youth-san-bernardino,36,San Bernardino,67876,0120568,1132,720,0.87,8580,10162,12862,FALSE
Options for Youth-San Juan,options-for-youth-san-juan,34,Sacramento,67447,3430691,0217,1101,0.72,8256,9517,11815,FALSE
Options for Youth-Victorville Charter,options-for-youth-victorville-charter,36,San Bernardino,67934,3630670,0013,3493,0.81,8444,9874,12386,FALSE
Orange Center,orange-center,10,Fresno,62331,0000000,,307,0.94,8012,9385,11760,FALSE
Orange County Conservation Corps Charter,orange-county-conservation-corps-charter,26,Mono,10264,0126698,1433,90,0.85,8171,9265,11365,FALSE
Orange County Educational Arts Academy,orange-county-educational-arts-academy,30,Orange,66670,0109066,0701,553,0.83,7674,8786,10855,FALSE
Orange Unified,orange-unified,30,Orange,66621,0000000,,26709,0.50,7161,8046,9820,FALSE
Orchard Elementary,orchard-elementary,43,Santa Clara,69633,0000000,,868,0.70,7359,8321,10176,FALSE
Orchard View,orchard-view,49,Sonoma,70961,4930319,0310,211,0.09,6865,7559,9066,FALSE
Orcutt Academy Charter,orcutt-academy-charter,42,Santa Barbara,69260,0116434,0967,729,0.30,7451,8269,9978,FALSE
Orcutt Union Elementary,orcutt-union-elementary,42,Santa Barbara,69260,0000000,,4350,0.46,6924,7657,9198,FALSE
Orinda Union Elementary,orinda-union-elementary,07,Contra Costa,61770,0000000,,2479,0.01,6412,6987,8311,FALSE
Orland Joint Unified,orland-joint-unified,11,Glenn,75481,0000000,,2190,0.81,7927,9200,11468,FALSE
Oro Grande Elementary,oro-grande-elementary,36,San Bernardino,67827,0000000,,121,0.95,9462,10153,11895,FALSE
Oroville City Elementary,oroville-city-elementary,04,Butte,61507,0000000,,2322,0.80,7572,8765,10894,FALSE
Oroville Union High,oroville-union-high,04,Butte,61515,0000000,,2167,0.69,8965,9939,11961,FALSE
Oscar De La Hoya Animo Charter High,oscar-de-la-hoya-animo-charter-high,19,Los Angeles,64733,0101675,0581,594,0.96,8859,10343,12961,FALSE
Our Community Charter,our-community-charter,19,Los Angeles,64733,0109934,0739,421,0.34,6765,7404,8838,FALSE
Outside Creek Elementary,outside-creek-elementary,54,Tulare,72025,0000000,,101,0.77,7501,8664,10745,FALSE
Oxford Preparatory Academy,oxford-preparatory-academy,37,San Diego,67983,0128579,1590,294,0.30,6784,7431,8875,FALSE
Oxford Preparatory Academy - Chino Valley,oxford-preparatory-academy-chino-valley,36,San Bernardino,67678,0121590,1178,1147,0.28,6594,7291,8772,FALSE
Oxford Preparatory Academy - South Orange County,oxford-preparatory-academy-south-orange-county,30,Orange,66464,0124743,1324,836,0.11,6471,7107,8506,FALSE
Oxnard,oxnard,56,Ventura,72538,0000000,,16464,0.89,7676,9006,11312,FALSE
Oxnard Union High,oxnard-union-high,56,Ventura,72546,0000000,,15274,0.68,8353,9526,11726,FALSE
Pacheco Union Elementary,pacheco-union-elementary,45,Shasta,70094,0000000,,559,0.58,7287,8137,9822,FALSE
Pacific Coast Charter,pacific-coast-charter,44,Santa Cruz,69799,4430229,0170,284,0.41,7395,8235,9963,FALSE
Pacific Collegiate Charter,pacific-collegiate-charter,44,Santa Cruz,10447,4430252,0210,483,0.08,7154,7805,9293,FALSE
Pacific Community Charter,pacific-community-charter,23,Mendocino,65557,6116669,0192,81,0.62,7362,8161,9839,FALSE
Pacific Elementary,pacific-elementary,44,Santa Cruz,69781,0000000,,102,0.38,7761,8235,9019,FALSE
Pacific Law Academy,pacific-law-academy,39,San Joaquin,68676,0124248,1316,189,0.80,8462,9919,12464,FALSE
Pacific Union Elementary,pacific-union-elementary,12,Humboldt,62976,0000000,,366,0.89,8046,7732,9360,FALSE
Pacific Union Elementary,pacific-union-elementary,12,Humboldt,62976,0000000,,510,0.53,6923,7732,9360,FALSE
Pacific View Charter,pacific-view-charter,37,San Diego,73569,3731221,0247,440,0.57,7760,8740,10666,FALSE
Pacific View Charter,pacific-view-charter,37,San Diego,73569,3731221,0247,101,0.85,8385,8740,10666,FALSE
Pacifica,pacifica,41,San Mateo,68932,0000000,,3126,0.26,6670,7365,8841,FALSE
Pacoima Charter Elementary,pacoima-charter-elementary,19,Los Angeles,64733,6018642,0583,1346,0.90,7995,9059,11106,FALSE
Pajaro Valley Unified,pajaro-valley-unified,44,Santa Cruz,69799,0000000,,17434,0.80,8099,9246,11375,FALSE
Palermo Union Elementary,palermo-union-elementary,04,Butte,61523,0000000,,1259,0.84,7774,8970,11124,FALSE
Palisades Charter Elementary,palisades-charter-elementary,19,Los Angeles,64733,6018634,0229,499,0.07,6359,7059,8519,FALSE
Palisades Charter High,palisades-charter-high,19,Los Angeles,64733,1995836,0037,2793,0.33,7749,8586,10348,FALSE
Palm Desert Charter Middle,palm-desert-charter-middle,33,Riverside,67058,6031991,0974,1347,0.50,6596,7347,8891,FALSE
Palm Springs Unified,palm-springs-unified,33,Riverside,67173,0000000,,21272,0.89,7908,9386,11885,FALSE
Palmdale Aerospace Academy,palmdale-aerospace-academy,19,Los Angeles,64857,0125377,1367,868,0.77,7696,8975,11237,FALSE
Palmdale Elementary,palmdale-elementary,19,Los Angeles,64857,0000000,,18288,0.87,7446,8821,11158,FALSE
Palo Verde Unified,palo-verde-unified,33,Riverside,67181,0000000,,3106,0.74,7721,8913,11055,FALSE
Palo Verde Union Elementary,palo-verde-union-elementary,54,Tulare,72033,0000000,,507,0.92,8262,9427,11591,FALSE
Palos Verdes Peninsula Unified,palos-verdes-peninsula-unified,19,Los Angeles,64865,0000000,,11418,0.10,6751,7482,9015,FALSE
Panama Buena Vista Union Elementary,panama-buena-vista-union-elementary,15,Kern,63362,0000000,,16809,0.66,7287,8133,9854,FALSE
Panoche Elementary,panoche-elementary,35,San Benito,67520,0000000,,6,0.80,25237,26690,30954,FALSE
Para Los Ninos - Evelyn Thurman Gratts Primary,para-los-ninos-evelyn-thurman-gratts-primary,19,Los Angeles,64733,0122630,1215,306,0.99,7939,9249,11572,FALSE
Para Los Ninos Charter,para-los-ninos-charter,19,Los Angeles,64733,6120489,0475,375,0.98,7924,9113,11295,FALSE
Para Los Ninos Middle,para-los-ninos-middle,19,Los Angeles,64733,0117846,1007,285,0.97,7454,8652,10796,FALSE
Paradise Charter,paradise-charter,50,Stanislaus,71209,0112383,0803,117,0.57,6974,7728,9316,FALSE
Paradise Charter Middle,paradise-charter-middle,04,Butte,61531,6112999,0079,150,0.33,6464,7158,8622,FALSE
Paradise eLearning Academy,paradise-elearning-academy,04,Butte,61531,0121715,1189,39,0.78,8201,9470,11773,FALSE
Paradise Elementary,paradise-elementary,50,Stanislaus,71209,0000000,,75,0.58,7938,8684,9794,FALSE
Paradise Unified,paradise-unified,04,Butte,61531,0000000,,3302,0.66,7695,8730,10688,FALSE
Paragon Collegiate Academy,paragon-collegiate-academy,58,Yuba,72736,0121632,1182,147,0.73,7164,8293,10326,FALSE
Paramount Academy,paramount-academy,15,Kern,10157,0119669,1078,629,0.89,8102,9546,12038,FALSE
Paramount Unified,paramount-unified,19,Los Angeles,64873,0000000,,15358,0.94,8106,9630,12205,FALSE
Parlier Unified,parlier-unified,10,Fresno,62364,0000000,,3203,0.99,8309,9840,12439,FALSE
Partnerships for Student-Centered Learning,partnerships-for-student-centered-learning,31,Placer,66951,0122507,1227,1115,0.58,7391,8321,10151,FALSE
Pasadena Rosebud Academy,pasadena-rosebud-academy,19,Los Angeles,64881,0113894,0857,142,0.41,6886,7554,9033,FALSE
Pasadena Rosebud Academy Middle,pasadena-rosebud-academy-middle,19,Los Angeles,64881,0128017,1556,33,0.46,7098,7605,8921,FALSE
Pasadena Unified,pasadena-unified,19,Los Angeles,64881,0000000,,16826,0.70,7819,8900,10918,FALSE
